Hora;Temperatura;Humedad
09:10:49;17.5;0.84
09:10:51;17.6;0.84
09:10:53;17.5;0.84
09:10:55;17.5;0.84
09:10:57;17.5;0.84
09:10:59;17.5;0.84
09:11:01;17.5;0.84
09:11:03;17.5;0.84
09:11:05;17.5;0.84
09:11:07;17.5;0.84
09:11:09;17.5;0.84
09:11:11;17.5;0.84
09:11:13;17.5;0.84
09:11:15;17.5;0.84
09:11:17;17.5;0.84
09:11:19;17.5;0.84
09:11:21;17.5;0.84
09:11:23;17.5;0.84
09:11:25;17.5;0.84
09:11:27;17.4;0.84
09:11:29;17.4;0.84
09:11:31;17.4;0.84
09:11:33;17.4;0.84
09:11:35;17.4;0.84
09:11:37;17.4;0.84
09:11:39;17.4;0.84
09:11:41;17.4;0.84
09:11:43;17.4;0.84
09:11:45;17.4;0.84
09:11:47;17.4;0.84
09:11:49;17.4;0.84
09:11:51;17.4;0.84
09:11:53;17.4;0.84
09:11:55;17.4;0.84
09:11:57;17.4;0.84
09:11:59;17.4;0.84
09:12:01;17.4;0.84
09:12:03;17.4;0.84
09:12:05;17.4;0.84
09:12:07; No hay datos disponibles;
09:12:09;17.4;0.84
09:12:11;17.4;0.84
09:12:13;17.4;0.84
09:12:15;17.4;0.84
09:12:17;17.4;0.84
09:12:19;17.4;0.84
09:12:21;17.4;0.84
09:12:23;17.4;0.84
09:12:25;17.4;0.84
09:12:27;17.4;0.84
09:12:29;17.4;0.84
09:12:31;17.4;0.84
09:12:33;17.4;0.84
09:12:35;17.4;0.84
09:12:37;17.4;0.84
09:12:39;17.4;0.84
09:12:41;17.4;0.84
09:12:43;17.4;0.84
09:12:45;17.4;0.84
09:12:47;17.4;0.84
09:12:49;17.4;0.84
09:12:51;17.4;0.84
09:12:53;17.4;0.84
09:12:55;17.4;0.84
09:12:57;17.4;0.84
09:12:59;17.4;0.84
09:13:01;17.4;0.84
09:13:03;17.4;0.84
09:13:05;17.4;0.84
09:13:07;17.4;0.84
09:13:09;17.4;0.84
09:13:11;17.4;0.84
09:13:13;17.4;0.84
09:13:15;17.4;0.84
09:13:17;17.4;0.85
09:13:19;17.4;0.85
09:13:21;17.4;0.85
09:13:23;17.4;0.85
09:13:25;17.4;0.85
09:13:27;17.4;0.85
09:13:29;17.4;0.85
09:13:31;17.4;0.85
09:13:33;17.4;0.85
09:13:35;17.4;0.85
09:13:37;17.4;0.85
09:13:39;17.4;0.85
09:13:41;17.4;0.85
09:13:43;17.4;0.85
09:13:45;17.4;0.85
09:13:47;17.4;0.85
09:13:49;17.4;0.85
09:13:51;17.4;0.85
09:13:53;17.4;0.85
09:13:55;17.4;0.85
09:13:57;17.4;0.85
09:13:59;17.4;0.85
09:14:01;17.4;0.85
09:14:03;17.4;0.85
09:14:05;17.4;0.85
09:14:07;17.4;0.85
09:14:09;17.4;0.85
09:14:11;17.4;0.85
09:14:13;17.4;0.85
09:14:15;17.4;0.85
09:14:17; No hay datos disponibles;
09:14:19;17.4;0.85
09:14:21;17.4;0.85
09:14:23;17.4;0.85
09:14:25;17.4;0.85
09:14:27;17.4;0.85
09:14:29;17.4;0.85
09:14:31;17.4;0.85
09:14:33;17.4;0.85
09:14:35;17.3;0.85
09:14:37;17.3;0.85
09:14:39;17.3;0.85
09:14:41;17.3;0.85
09:14:43;17.3;0.85
09:14:45;17.3;0.85
09:14:47;17.3;0.85
09:14:49;17.3;0.85
09:14:51;17.3;0.85
09:14:53;17.3;0.85
09:14:55;17.3;0.85
09:14:57;17.3;0.85
09:14:59;17.3;0.85
09:15:01;17.3;0.85
09:15:03;17.3;0.85
09:15:05;17.3;0.85
09:15:07;17.3;0.85
09:15:09;17.3;0.85
09:15:11;17.3;0.85
09:15:13;17.3;0.85
09:15:15;17.3;0.85
09:15:17;17.3;0.85
09:15:19;17.3;0.85
09:15:21;17.3;0.85
09:15:23;17.3;0.85
09:15:25;17.3;0.85
09:15:27;17.3;0.85
09:15:29;17.3;0.85
09:15:31;17.3;0.85
09:15:33;17.3;0.85
09:15:35;17.3;0.85
09:15:37;17.3;0.85
09:15:39;17.3;0.85
09:15:41;17.3;0.85
09:15:43;17.3;0.85
09:15:45;17.3;0.85
09:15:47;17.3;0.85
09:15:49;17.3;0.85
09:15:51;17.3;0.85
09:15:53;17.3;0.85
09:15:55;17.3;0.85
09:15:57;17.3;0.85
09:15:59;17.3;0.85
09:16:01;17.3;0.85
09:16:03;17.3;0.85
09:16:05;17.3;0.85
09:16:07;17.3;0.85
09:16:09;17.3;0.85
09:16:11;17.3;0.85
09:16:13;17.3;0.85
09:16:15;17.3;0.85
09:16:17;17.3;0.85
09:16:19;17.3;0.85
09:16:21;17.3;0.85
09:16:23; No hay datos disponibles;
09:16:25;17.3;0.85
09:16:27;17.3;0.85
09:16:29;17.3;0.85
09:16:31;17.3;0.85
09:16:33;17.3;0.85
09:16:35;17.4;0.85
09:16:37;17.4;0.85
09:16:39;17.4;0.85
09:16:41;17.4;0.85
09:16:43;17.4;0.85
09:16:45;17.4;0.85
09:16:47;17.4;0.85
09:16:49;17.4;0.85
09:16:51;17.4;0.85
09:16:53;17.4;0.85
09:16:55;17.4;0.85
09:16:57;17.4;0.85
09:16:59;17.4;0.85
09:17:01;17.4;0.85
09:17:03;17.4;0.85
09:17:05;17.4;0.85
09:17:07;17.4;0.85
09:17:09;17.4;0.85
09:17:11;17.4;0.85
09:17:13;17.4;0.85
09:17:15;17.4;0.85
09:17:17;17.4;0.85
09:17:19;17.4;0.85
09:17:21;17.4;0.85
09:17:23;17.4;0.85
09:17:25;17.4;0.85
09:17:27;17.4;0.85
09:17:29;17.4;0.85
09:17:31;17.5;0.85
09:17:33;17.5;0.85
09:17:35;17.5;0.85
09:17:37;17.5;0.85
09:17:39;17.5;0.85
09:17:41;17.5;0.85
09:17:43;17.5;0.85
09:17:45;17.5;0.85
09:17:47;17.5;0.85
09:17:49;17.5;0.85
09:17:51;17.4;0.85
09:17:53;17.4;0.85
09:17:55;17.4;0.85
09:17:57;17.4;0.85
09:17:59;17.4;0.85
09:18:01;17.4;0.85
09:18:03;17.4;0.85
09:18:05;17.4;0.85
09:18:07;17.4;0.85
09:18:09;17.4;0.85
09:18:11;17.4;0.85
09:18:13;17.4;0.85
09:18:15;17.4;0.85
09:18:17;17.4;0.85
09:18:19;17.4;0.85
09:18:21;17.4;0.85
09:18:23;17.4;0.85
09:18:25;17.4;0.85
09:18:27;17.4;0.85
09:18:29; No hay datos disponibles;
09:18:31;17.4;0.85
09:18:33;17.4;0.85
09:18:35;17.4;0.85
09:18:37;17.4;0.85
09:18:39;17.4;0.85
09:18:41;17.4;0.85
09:18:43;17.4;0.85
09:18:45;17.4;0.85
09:18:47;17.4;0.85
09:18:49;17.4;0.85
09:18:51;17.4;0.85
09:18:53;17.4;0.85
09:18:55;17.4;0.85
09:18:57;17.4;0.85
09:18:59;17.4;0.85
09:19:01;17.4;0.85
09:19:03;17.4;0.85
09:19:05;17.4;0.85
09:19:07;17.4;0.85
09:19:09;17.4;0.85
09:19:11;17.4;0.85
09:19:13;17.4;0.85
09:19:15;17.4;0.85
09:19:17;17.4;0.85
09:19:19;17.4;0.85
09:19:21;17.4;0.85
09:19:23;17.4;0.85
09:19:25;17.4;0.85
09:19:27;17.4;0.85
09:19:29;17.4;0.85
09:19:31;17.4;0.85
09:19:33;17.4;0.85
09:19:35;17.4;0.85
09:19:37;17.4;0.85
09:19:39;17.4;0.85
09:19:41;17.4;0.85
09:19:43;17.4;0.85
09:19:45;17.4;0.85
09:19:47;17.4;0.85
09:19:49;17.3;0.85
09:19:51;17.3;0.85
09:19:53;17.3;0.85
09:19:55;17.3;0.85
09:19:57;17.3;0.85
09:19:59;17.3;0.85
09:20:01;17.3;0.85
09:20:03;17.3;0.85
09:20:05;17.3;0.85
09:20:07;17.3;0.85
09:20:09;17.3;0.85
09:20:11;17.3;0.85
09:20:13;17.3;0.85
09:20:15;17.3;0.85
09:20:17;17.3;0.85
09:20:19;17.3;0.85
09:20:21;17.3;0.85
09:20:23;17.3;0.85
09:20:25;17.3;0.85
09:20:27;17.3;0.85
09:20:29;17.3;0.85
09:20:31;17.3;0.85
09:20:33;17.3;0.85
09:20:35; No hay datos disponibles;
09:20:37;17.3;0.85
09:20:39;17.3;0.85
09:20:41;17.3;0.85
09:20:43;17.3;0.85
09:20:45;17.3;0.85
09:20:47;17.3;0.85
09:20:49;17.3;0.85
09:20:51;17.3;0.85
09:20:53;17.3;0.85
09:20:55;17.3;0.85
09:20:57;17.3;0.85
09:20:59;17.3;0.85
09:21:01;17.3;0.85
09:21:03;17.3;0.85
09:21:05;17.3;0.85
09:21:07;17.3;0.85
09:21:09;17.3;0.85
09:21:11;17.3;0.85
09:21:13;17.3;0.85
09:21:15;17.3;0.85
09:21:17;17.3;0.85
09:21:19;17.3;0.85
09:21:21;17.3;0.85
09:21:23;17.3;0.85
09:21:25;17.3;0.85
09:21:27;17.3;0.85
09:21:29;17.3;0.85
09:21:31;17.3;0.85
09:21:33;17.3;0.85
09:21:35;17.3;0.85
09:21:37;17.3;0.85
09:21:39;17.3;0.85
09:21:41;17.3;0.85
09:21:43;17.3;0.85
09:21:45;17.3;0.85
09:21:47;17.3;0.85
09:21:49;17.3;0.85
09:21:51;17.3;0.85
09:21:53;17.3;0.85
09:21:55;17.3;0.85
09:21:57;17.3;0.85
09:21:59;17.3;0.85
09:22:01;17.3;0.85
09:22:03;17.3;0.85
09:22:05;17.3;0.85
09:22:07;17.3;0.85
09:22:09;17.3;0.85
09:22:11;17.3;0.85
09:22:13;17.3;0.85
09:22:15;17.3;0.85
09:22:17;17.3;0.85
09:22:19;17.3;0.85
09:22:21;17.4;0.85
09:22:23;17.4;0.85
09:22:25;17.4;0.85
09:22:27;17.4;0.85
09:22:29;17.4;0.85
09:22:31;17.4;0.85
09:22:33;17.4;0.85
09:22:35;17.4;0.85
09:22:37;17.4;0.85
09:22:39;17.4;0.85
09:22:41;17.4;0.85
09:22:44; No hay datos disponibles;
09:22:46;17.4;0.85
09:22:47;17.4;0.85
09:22:49;17.4;0.85
09:22:51;17.4;0.85
09:22:54;17.4;0.85
09:22:55;17.3;0.85
09:22:58;17.3;0.85
09:23:00;17.3;0.85
09:23:01;17.3;0.85
09:23:04;17.3;0.85
09:23:06;17.3;0.85
09:23:08;17.3;0.85
09:23:10;17.3;0.85
09:23:12;17.3;0.85
09:23:14;17.3;0.85
09:23:16;17.3;0.85
09:23:18;17.3;0.85
09:23:20;17.3;0.85
09:23:22;17.3;0.85
09:23:24;17.3;0.85
09:23:26;17.3;0.85
09:23:28;17.3;0.85
09:23:30;17.3;0.85
09:23:32;17.3;0.85
09:23:34;17.3;0.86
09:23:36;17.3;0.86
09:23:38;17.4;0.85
09:23:40;17.4;0.86
09:23:42;17.4;0.86
09:23:44;17.4;0.86
09:23:46;17.4;0.86
09:23:48;17.4;0.86
09:23:50;17.4;0.86
09:23:52;17.4;0.86
09:23:54;17.4;0.86
09:23:56;17.4;0.86
09:23:58;17.4;0.86
09:24:00;17.4;0.86
09:24:02;17.4;0.86
09:24:04;17.4;0.86
09:24:06;17.4;0.86
09:24:08;17.4;0.86
09:24:10;17.4;0.86
09:24:12;17.4;0.86
09:24:14;17.4;0.86
09:24:16;17.4;0.86
09:24:18;17.4;0.86
09:24:20;17.4;0.86
09:24:22;17.4;0.86
09:24:24;17.4;0.86
09:24:26;17.4;0.86
09:24:28;17.4;0.86
09:24:30;17.4;0.86
09:24:32;17.4;0.86
09:24:34;17.4;0.86
09:24:36;17.4;0.86
09:24:38;17.4;0.86
09:24:40;17.4;0.86
09:24:42;17.4;0.86
09:24:44;17.4;0.86
09:24:46;17.4;0.86
09:24:48;17.4;0.86
09:24:50; No hay datos disponibles;
09:24:52;17.4;0.86
09:24:54;17.4;0.86
09:24:56;17.4;0.86
09:24:58;17.4;0.86
09:25:00;17.4;0.86
09:25:02;17.4;0.86
09:25:04;17.4;0.86
09:25:06;17.4;0.86
09:25:08;17.4;0.86
09:25:10;17.4;0.86
09:25:12;17.4;0.86
09:25:14;17.4;0.86
09:25:16;17.5;0.86
09:25:18;17.5;0.86
09:25:20;17.5;0.86
09:25:22;17.5;0.86
09:25:24;17.5;0.86
09:25:26;17.5;0.86
09:25:28;17.5;0.86
09:25:30;17.5;0.86
09:25:32;17.5;0.86
09:25:34;17.5;0.86
09:25:36;17.5;0.86
09:25:38;17.5;0.86
09:25:40;17.5;0.86
09:25:42;17.5;0.86
09:25:44;17.5;0.86
09:25:46;17.5;0.86
09:25:48;17.5;0.86
09:25:50;17.5;0.86
09:25:52;17.5;0.86
09:25:54;17.5;0.86
09:25:56;17.5;0.86
09:25:58;17.5;0.86
09:26:00;17.5;0.86
09:26:02;17.5;0.86
09:26:04;17.5;0.86
09:26:06;17.5;0.86
09:26:08;17.5;0.86
09:26:10;17.5;0.86
09:26:12;17.5;0.86
09:26:14;17.5;0.86
09:26:16;17.5;0.86
09:26:18;17.5;0.86
09:26:20;17.5;0.86
09:26:22;17.5;0.86
09:26:24;17.5;0.86
09:26:26;17.5;0.86
09:26:28;17.5;0.86
09:26:30;17.5;0.86
09:26:32;17.5;0.86
09:26:34;17.5;0.86
09:26:36;17.5;0.86
09:26:38;17.5;0.86
09:26:40;17.5;0.86
09:26:42;17.5;0.86
09:26:44;17.5;0.86
09:26:46;17.5;0.86
09:26:48;17.5;0.86
09:26:50;17.5;0.86
09:26:52;17.5;0.86
09:26:54;17.5;0.86
09:26:56; No hay datos disponibles;
09:26:58;17.5;0.86
09:27:00;17.5;0.86
09:27:02;17.5;0.86
09:27:04;17.5;0.86
09:27:06;17.5;0.86
09:27:08;17.5;0.86
09:27:10;17.5;0.86
09:27:12;17.5;0.86
09:27:14;17.5;0.86
09:27:16;17.5;0.86
09:27:18;17.5;0.86
09:27:20;17.5;0.86
09:27:22;17.5;0.86
09:27:24;17.5;0.86
09:27:26;17.5;0.86
09:27:28;17.5;0.86
09:27:30;17.5;0.86
09:27:32;17.5;0.86
09:27:34;17.5;0.86
09:27:36;17.5;0.85
09:27:38;17.5;0.85
09:27:40;17.5;0.85
09:27:42;17.5;0.85
09:27:44;17.5;0.85
09:27:46;17.5;0.85
09:27:48;17.5;0.85
09:27:50;17.5;0.85
09:27:52;17.5;0.85
09:27:54;17.5;0.85
09:27:56;17.5;0.85
09:27:58;17.5;0.85
09:28:00;17.5;0.85
09:28:02;17.5;0.85
09:28:04;17.5;0.85
09:28:06;17.5;0.85
09:28:08;17.5;0.85
09:28:10;17.5;0.85
09:28:12;17.5;0.85
09:28:14;17.5;0.85
09:28:16;17.5;0.85
09:28:18;17.5;0.85
09:28:20;17.5;0.85
09:28:22;17.5;0.85
09:28:24;17.5;0.85
09:28:26;17.5;0.85
09:28:28;17.5;0.85
09:28:30;17.5;0.85
09:28:32;17.5;0.85
09:28:34;17.5;0.85
09:28:36;17.5;0.85
09:28:38;17.5;0.85
09:28:40;17.5;0.85
09:28:42;17.5;0.85
09:28:44;17.5;0.85
09:28:46;17.5;0.85
09:28:48;17.5;0.85
09:28:50;17.5;0.85
09:28:52;17.5;0.85
09:28:54;17.5;0.85
09:28:56;17.5;0.85
09:28:58;17.5;0.85
09:29:00;17.5;0.85
09:29:02; No hay datos disponibles;
09:29:04;17.5;0.85
09:29:06;17.5;0.85
09:29:08;17.5;0.85
09:29:10;17.5;0.85
09:29:12;17.5;0.85
09:29:14;17.4;0.85
09:29:16;17.4;0.85
09:29:18;17.4;0.85
09:29:20;17.4;0.85
09:29:22;17.4;0.85
09:29:24;17.4;0.85
09:29:26;17.4;0.85
09:29:28;17.4;0.85
09:29:30;17.4;0.85
09:29:32;17.4;0.85
09:29:34;17.4;0.85
09:29:36;17.4;0.85
09:29:38;17.4;0.85
09:29:40;17.4;0.85
09:29:42;17.4;0.85
09:29:44;17.4;0.85
09:29:46;17.4;0.85
09:29:48;17.4;0.85
09:29:50;17.4;0.85
09:29:52;17.4;0.85
09:29:54;17.4;0.85
09:29:56;17.4;0.85
09:29:58;17.4;0.85
09:30:00;17.4;0.85
09:30:02;17.4;0.85
09:30:04;17.4;0.85
09:30:06;17.4;0.85
09:30:08;17.4;0.85
09:30:10;17.4;0.85
09:30:12;17.4;0.85
09:30:14;17.4;0.85
09:30:16;17.4;0.85
09:30:18;17.4;0.85
09:30:20;17.4;0.85
09:30:22;17.4;0.85
09:30:24;17.4;0.85
09:30:26;17.4;0.85
09:30:28;17.4;0.85
09:30:30;17.4;0.85
09:30:32;17.4;0.85
09:30:34;17.3;0.85
09:30:36;17.3;0.85
09:30:38;17.3;0.85
09:30:40;17.3;0.85
09:30:42;17.3;0.85
09:30:44;17.3;0.86
09:30:46;17.3;0.85
09:30:48;17.3;0.86
09:30:50;17.3;0.86
09:30:52;17.3;0.86
09:30:54;17.3;0.86
09:30:56;17.3;0.86
09:30:58;17.3;0.86
09:31:00;17.3;0.86
09:31:02;17.3;0.86
09:31:04;17.3;0.86
09:31:06;17.3;0.86
09:31:08; No hay datos disponibles;
09:31:10;17.3;0.86
09:31:12;17.3;0.86
09:31:14;17.3;0.86
09:31:16;17.3;0.86
09:31:18;17.3;0.86
09:31:20;17.3;0.86
09:31:22;17.3;0.86
09:31:24;17.3;0.86
09:31:26;17.2;0.86
09:31:28;17.2;0.86
09:31:30;17.2;0.86
09:31:32;17.2;0.86
09:31:34;17.2;0.86
09:31:36;17.2;0.86
09:31:38;17.2;0.86
09:31:40;17.2;0.86
09:31:42;17.2;0.86
09:31:44;17.2;0.86
09:31:46;17.2;0.86
09:31:48;17.2;0.86
09:31:50;17.2;0.86
09:31:52;17.2;0.86
09:31:54;17.2;0.86
09:31:56;17.2;0.86
09:31:58;17.2;0.86
09:32:00;17.2;0.86
09:32:02;17.1;0.86
09:32:04;17.1;0.86
09:32:06;17.1;0.86
09:32:08;17.1;0.86
09:32:10;17.1;0.86
09:32:12;17.1;0.86
09:32:14;17.1;0.86
09:32:16;17.1;0.86
09:32:18;17.1;0.86
09:32:20;17.1;0.86
09:32:22;17.1;0.86
09:32:24;17.1;0.86
09:32:26;17.1;0.86
09:32:28;17.1;0.86
09:32:30;17.1;0.86
09:32:32;17.1;0.86
09:32:34;17.1;0.86
09:32:36;17.1;0.86
09:32:38;17.1;0.86
09:32:40;17;0.86
09:32:42;17;0.86
09:32:44;17;0.86
09:32:46;17;0.86
09:32:48;17;0.86
09:32:50;17;0.86
09:32:52;17;0.86
09:32:54;17;0.86
09:32:56;17;0.86
09:32:58;17;0.86
09:33:00;17;0.86
09:33:02;17;0.86
09:33:04;17;0.86
09:33:06;17;0.86
09:33:08;17;0.86
09:33:10;17;0.86
09:33:12;17;0.86
09:33:14; No hay datos disponibles;
09:33:16;17;0.86
09:33:18;17;0.86
09:33:20;17;0.86
09:33:22;17.1;0.86
09:33:24;17.1;0.86
09:33:26;17.1;0.86
09:33:28;17.1;0.86
09:33:30;17.1;0.86
09:33:32;17.1;0.86
09:33:34;17.1;0.86
09:33:36;17.1;0.86
09:33:38;17.1;0.86
09:33:40;17.1;0.86
09:33:42;17.1;0.86
09:33:44;17.1;0.86
09:33:46;17.1;0.86
09:33:48;17.1;0.86
09:33:50;17.1;0.86
09:33:52;17.1;0.86
09:33:54;17.1;0.86
09:33:56;17.1;0.86
09:33:58;17.1;0.86
09:34:00;17.1;0.86
09:34:02;17.1;0.86
09:34:04;17.1;0.86
09:34:06;17.1;0.86
09:34:08;17.1;0.86
09:34:10;17.1;0.86
09:34:12;17.1;0.86
09:34:14;17.1;0.86
09:34:16;17.1;0.86
09:34:18;17.1;0.86
09:34:20;17.2;0.86
09:34:22;17.2;0.86
09:34:24;17.2;0.86
09:34:26;17.2;0.86
09:34:28;17.2;0.86
09:34:30;17.2;0.86
09:34:32;17.2;0.86
09:34:34;17.2;0.86
09:34:36;17.2;0.86
09:34:38;17.2;0.86
09:34:40;17.2;0.86
09:34:42;17.2;0.86
09:34:44;17.1;0.86
09:34:46;17.1;0.86
09:34:48;17.1;0.86
09:34:50;17.1;0.86
09:34:52;17.2;0.86
09:34:54;17.1;0.86
09:34:56;17.1;0.86
09:34:58;17.2;0.86
09:35:00;17.2;0.86
09:35:02;17.2;0.86
09:35:04;17.2;0.86
09:35:06;17.2;0.86
09:35:08;17.2;0.86
09:35:10;17.2;0.86
09:35:12;17.2;0.86
09:35:14;17.2;0.86
09:35:16;17.2;0.86
09:35:18;17.2;0.86
09:35:20; No hay datos disponibles;
09:35:22;17.2;0.86
09:35:24;17.2;0.86
09:35:26;17.2;0.86
09:35:28;17.2;0.86
09:35:30;17.2;0.86
09:35:32;17.2;0.86
09:35:34;17.2;0.86
09:35:36;17.2;0.86
09:35:38;17.2;0.86
09:35:40;17.2;0.86
09:35:42;17.2;0.86
09:35:44;17.2;0.86
09:35:46;17.2;0.86
09:35:48;17.2;0.86
09:35:50;17.2;0.86
09:35:52;17.2;0.86
09:35:54;17.2;0.86
09:35:56;17.2;0.86
09:35:58;17.2;0.86
09:36:00;17.2;0.86
09:36:02;17.2;0.86
09:36:04;17.2;0.86
09:36:06;17.2;0.86
09:36:08;17.2;0.86
09:36:10;17.2;0.86
09:36:12;17.2;0.86
09:36:14;17.2;0.86
09:36:16;17.2;0.86
09:36:18;17.2;0.86
09:36:20;17.2;0.86
09:36:22;17.2;0.86
09:36:25;17.2;0.86
09:36:26;17.2;0.86
09:36:28;17.2;0.86
09:36:30;17.2;0.86
09:36:32;17.2;0.86
09:36:35;17.2;0.86
09:36:37;17.2;0.86
09:36:39;17.2;0.86
09:36:40;17.2;0.86
09:36:43;17.2;0.86
09:36:45;17.2;0.86
09:36:47;17.2;0.86
09:36:49;17.2;0.86
09:36:51;17.2;0.86
09:36:53;17.2;0.86
09:36:55;17.2;0.86
09:36:57;17.2;0.86
09:36:59;17.2;0.86
09:37:01;17.2;0.86
09:37:03;17.2;0.86
09:37:05;17.2;0.86
09:37:07;17.2;0.86
09:37:09;17.2;0.86
09:37:11;17.2;0.86
09:37:13;17.2;0.86
09:37:15;17.2;0.86
09:37:17;17.2;0.86
09:37:19;17.2;0.86
09:37:21;17.2;0.86
09:37:23;17.2;0.86
09:37:25;17.2;0.86
09:37:27; No hay datos disponibles;
09:37:29;17.2;0.86
09:37:31;17.2;0.86
09:37:33;17.2;0.86
09:37:35;17.2;0.86
09:37:37;17.2;0.86
09:37:39;17.2;0.86
09:37:41;17.2;0.86
09:37:43;17.2;0.86
09:37:45;17.2;0.86
09:37:47;17.2;0.86
09:37:49;17.2;0.86
09:37:51;17.2;0.86
09:37:53;17.2;0.86
09:37:55;17.2;0.86
09:37:57;17.2;0.86
09:37:59;17.2;0.86
09:38:01;17.2;0.86
09:38:03;17.2;0.86
09:38:05;17.2;0.86
09:38:07;17.2;0.86
09:38:09;17.2;0.86
09:38:11;17.2;0.86
09:38:13;17.2;0.86
09:38:15;17.2;0.86
09:38:17;17.2;0.86
09:38:19;17.2;0.86
09:38:21;17.2;0.86
09:38:23;17.2;0.86
09:38:25;17.2;0.86
09:38:27;17.2;0.86
09:38:29;17.2;0.86
09:38:31;17.2;0.86
09:38:33;17.2;0.86
09:38:35;17.2;0.86
09:38:37;17.2;0.86
09:38:39;17.2;0.86
09:38:41;17.2;0.86
09:38:43;17.2;0.86
09:38:45;17.2;0.86
09:38:47;17.2;0.86
09:38:49;17.2;0.86
09:38:51;17.2;0.87
09:38:53;17.2;0.87
09:38:55;17.2;0.87
09:38:57;17.2;0.87
09:38:59;17.2;0.87
09:39:01;17.2;0.87
09:39:03;17.2;0.87
09:39:05;17.2;0.87
09:39:07;17.2;0.87
09:39:09;17.2;0.87
09:39:11;17.2;0.87
09:39:13;17.2;0.87
09:39:15;17.2;0.87
09:39:17;17.2;0.87
09:39:19;17.2;0.87
09:39:21;17.2;0.87
09:39:23;17.2;0.87
09:39:25;17.2;0.87
09:39:27;17.2;0.87
09:39:29;17.2;0.87
09:39:31;17.2;0.87
09:39:33; No hay datos disponibles;
09:39:35;17.2;0.87
09:39:37;17.2;0.87
09:39:39;17.2;0.87
09:39:41;17.2;0.87
09:39:43;17.2;0.87
09:39:45;17.2;0.87
